recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,age2225,age2629,age3035,age3644,age4554,f2sms,wkless13
316638,09/14/88,1,IN,0,1,0,0,1,0,04/12/54,34,16215,0,0,1,0,0,1,0,0,1,0,0,0,1
316640,05/04/88,0,IN,0,0,0,0,1,0,01/06/27,61,1348,8481,0,0,1,0,0,0,0,0,0,0,0,0
316641,11/18/88,1,PR,1,1,0,1,0,0,10/21/54,34,13920,8936,0,0,1,1,0,0,0,1,0,0,0,0
316642,06/29/89,1,CI,1,0,0,0,1,0,01/13/58,31,9582,5000,0,0,0,0,0,0,0,1,0,0,0,0
316644,03/29/89,0,IN,0,0,1,0,1,0,07/18/42,46,0,0,1,0,0,0,0,0,0,0,0,1,0,1
316645,09/09/88,1,SM,1,0,0,0,1,0,10/10/59,28,11976,2444.656,0,0,1,0,0,0,1,0,0,0,1,1
316646,10/24/88,1,IN,0,0,1,0,1,0,08/22/47,41,835,3000,1,1,0.6876773,0,0,0,0,0,1,0,0,1
316647,04/07/89,0,IN,0,0,1,0,0,1,10/02/58,30,23336,9300,1,0,1,0,0,0,0,1,0,0,1,0
316650,09/02/88,1,IN,1,0,0,0,1,0,09/22/59,28,12039,6876,0.2111608,0,1,0,0,0,1,0,0,0,0,0
316653,11/10/88,0,NE,0,0,0,1,0,0,10/01/54,34,33279,4289,0,0,1,0,0,0,0,1,0,0,0,0
316654,09/30/88,1,CI,1,1,0,1,0,0,05/02/42,46,39816,0,0,0,1,1,0,0,0,0,0,1,0,1
316658,01/05/88,1,CC,0,0,1,0,1,0,11/19/61,26,13000,4103.911,0,0,1,0,0,0,1,0,0,0,1,0
316660,12/14/88,1,JK,1,0,1,0,0,1,10/24/58,30,28173,4103.911,1,0,1,1,0,0,0,1,0,0,0,0.4073359
316663,08/25/88,1,CC,0,1,0,1,0,0,01/14/65,23,80,0,0,0,0,0,0,1,0,0,0,0,0,1
316667,08/05/88,0,CI,0,1,0,1,0,0,11/03/59,28,469,3,0.2111608,0,0,0,0,0,1,0,0,0,0,1
316668,07/11/88,1,LC,1,0,1,0,0,1,12/03/65,22,5064,7900,1,0,1,0,0,1,0,0,0,0,0,0
316671,03/23/88,1,CV,0,1,0,0,1,0,11/21/64,23,2109,2444.656,0,0,0,0,0,1,0,0,0,0,0,1
316672,05/16/88,0,SM,0,1,0,0,0,1,11/20/50,37,71,5720,0,0,1,0,0,0,0,0,1,0,1,0
316673,09/08/88,1,CC,1,1,0,0,0,1,01/18/50,38,10508,0,0.2111608,0,1,0,1,0,0,0,1,0,1,1
316674,02/08/89,1,IN,1,0,0,0,1,0,05/14/57,31,2361,6400,0,0,1,0,0,0,0,1,0,0,0,0
316675,01/30/89,1,SM,0,0,0,0,1,0,01/08/49,40,23431,0,1,0,1,0,0,0,0,0,1,0,1,1
316676,02/01/89,1,IN,1,0,1,0,0,1,05/13/64,24,3173,2600,0,0,1,0,0,1,0,0,0,0,0,0
316677,04/29/88,0,IN,0,0,1,0,0,1,05/30/61,26,21629,0,0,0,1,0,0,0,1,0,0,0,1,0
316683,06/08/89,0,NE,0,0,1,0,1,0,04/05/58,31,2187,0,0,0,0.6876773,1,0,0,0,1,0,0,0,1
316684,03/22/89,1,LC,1,0,0,0,1,0,12/22/46,42,423,0,1,0,1,0,0,0,0,0,1,0,1,1
316689,11/28/88,1,SM,1,0,1,0,1,0,08/09/45,43,16404,3920,0,0,0.6876773,0,0,0,0,0,1,0,0,0
316690,03/25/88,1,IN,1,0,0,0,1,0,12/09/62,25,22734,3198,0,0,1,1,0,1,0,0,0,0,0,0
316691,07/26/88,1,MN,1,0,0,0,1,0,03/06/28,60,0,2444.656,0,0,1,1,0,0,0,0,0,0,0,0.5332298
316692,06/09/89,1,NE,1,0,0,0,0,1,08/14/62,26,5964,1900,0,0,1,1,0,0,1,0,0,0,0,0
316693,02/18/88,1,PR,1,0,0,0,0,1,09/11/63,24,681,0,0,0,0,0,0,1,0,0,0,0,0,1
316694,11/29/88,1,JK,1,0,1,1,0,0,01/31/66,22,18844,1300,1,0,1,1,0,1,0,0,0,0,0,0
316695,01/12/89,1,SM,1,0,0,0,1,0,01/24/46,42,19091,3630,0,0,1,0,0,0,0,0,1,0,1,0
316697,05/10/88,1,JK,1,0,1,1,0,0,03/22/33,55,240,4103.911,1,0,1,0,0,0,0,0,0,0,0,0.4073359
316698,02/16/89,0,LC,0,0,0,0,1,0,07/30/49,39,4019,140,0,0,0,0,0,0,0,0,1,0,1,1
316699,12/21/88,1,CI,0,0,0,1,0,0,01/21/40,48,14310,0,0,0,1,0,0,0,0,0,0,1,1,1
316700,09/20/88,1,CC,1,0,1,0,1,0,08/27/60,28,17412,0,1,0,1,0,0,0,1,0,0,0,0,1
316705,10/05/88,1,SM,1,0,1,0,1,0,07/01/45,43,20190,1935,0,0,0,0,0,0,0,0,1,0,0,0
316708,01/20/89,0,IN,0,0,0,1,0,0,01/02/29,60,12653,0,1,0,1,0,0,0,0,0,0,0,1,1
316710,06/29/88,1,CV,1,1,0,0,1,0,06/03/61,27,2370,10000,0,0,0,0,0,0,1,0,0,0,0,0
316712,11/15/88,1,SM,0,1,1,0,1,0,03/15/58,30,785,8858,0,0,0,0,0,0,0,1,0,0,1,0
316714,05/12/89,0,NE,0,0,1,1,0,0,01/25/54,35,3397,656,1,0,1,0,0,0,0,1,0,0,0,0
316715,01/10/89,0,SM,0,0,1,0,1,0,12/02/61,27,1524,4973,1,0,1,0,0,0,1,0,0,0,0,1
316717,08/12/88,1,CV,1,0,0,1,0,0,06/11/64,24,8258,1200,0,0,1,0,0,1,0,0,0,0,1,0
316721,08/26/88,1,HF,1,0,0,1,0,0,07/11/57,31,803,3500,0,0,0,0,0,0,0,1,0,0,0,0
316722,08/04/89,0,IN,0,0,0,0,0,1,08/19/56,32,14536,4840,0,0,0,1,0,0,0,1,0,0,0,0
316723,05/23/89,0,NE,0,1,0,1,0,0,02/23/67,22,33,0,0,0,1,1,0,1,0,0,0,0,1,1
316724,01/13/89,1,NE,1,0,0,1,0,0,08/11/43,45,0,2349,0,0,0,1,0,0,0,0,0,1,0,0
316729,09/26/88,1,CV,0,0,0,0,1,0,01/28/57,31,7278,0,0,0,0,0,0,0,0,1,0,0,1,1
316730,04/18/89,1,MN,0,0,1,0,1,0,10/10/66,22,11451,4103.911,0,0,0,0,0,1,0,0,0,0,0,1
316734,11/02/88,1,NE,1,1,0,1,0,0,04/20/63,25,21913,3000,0,0,1,1,0,1,0,0,0,0,0,0
316735,05/26/89,1,IN,0,0,1,0,0,1,02/15/67,22,3509,5000,0,0,1,1,0,1,0,0,0,0,0,0
316736,08/11/88,1,CV,1,0,0,0,1,0,08/20/54,33,0,4680,0,0,1,0,0,0,0,1,0,0,0,0
316738,04/19/88,0,CV,0,1,0,0,0,1,01/01/65,23,5152,200,0,0,0,0,0,1,0,0,0,0,0,0
316739,03/08/89,1,IN,0,0,0,0,0,1,03/31/45,43,21786,2444.656,0,0,0,1,0,0,0,0,1,0,0,0.5332298
316741,02/24/89,1,IN,1,0,1,1,0,0,10/18/18,70,13012,0,1,0,0,0,0,0,0,0,0,0,1,1
316742,01/26/88,1,IN,0,0,1,0,1,0,06/18/64,23,6395,1750,0,0,1,0,0,1,0,0,0,0,0,0
316744,04/29/88,1,CV,1,0,0,0,1,0,12/06/61,26,5652,0,1,0,0,0,0,0,1,0,0,0,1,1
316748,12/13/88,1,CC,1,0,0,1,0,0,03/01/49,39,0,800,1,0,1,1,0,0,0,0,1,0,0,0
316750,12/23/88,1,SM,1,0,1,0,1,0,11/08/54,34,37977,6000,0,0,1,0,0,0,0,1,0,0,0,0
316751,04/28/89,1,MN,1,0,0,0,1,0,09/20/62,26,12062,3000,1,0,1,0,0,0,1,0,0,0,1,1
316752,12/23/87,1,MD,1,0,0,1,0,0,04/26/54,33,22560,825,0,0,1,0,0,0,0,1,0,0,0,1
316755,05/31/88,0,JK,0,0,1,1,0,0,03/31/64,24,1686,4000,0,0,1,0,0,1,0,0,0,0,0,0
316758,03/24/88,0,LC,0,0,1,1,0,0,06/11/40,47,39075,4103.911,1,0,1,0,0,0,0,0,0,1,0,0.4073359
316759,04/15/88,1,IN,1,0,0,0,0,1,01/08/44,44,9325,57,1,0,1,0,0,0,0,0,1,0,1,0
316760,12/02/88,1,LC,1,0,0,1,0,0,10/27/57,31,29208,1500,0,0,1,0,1,0,0,1,0,0,0,0
316765,01/29/88,1,OH,1,0,1,1,0,0,02/28/64,23,1481,4000,0,0,1,0,0,1,0,0,0,0,1,0
316766,10/25/88,0,HF,0,0,1,0,0,1,04/27/52,36,18581,0,0,0,1,1,0,0,0,0,1,0,0,1
316767,09/01/88,0,CC,0,0,1,1,0,0,05/01/63,25,11712,4103.911,0,0,1,0,0,1,0,0,0,0,0,0
316769,09/29/88,0,LC,0,0,0,0,0,1,12/28/55,32,35656,3118,1,0,1,0,0,0,0,1,0,0,1,0
316770,01/08/88,0,CC,0,0,0,0,0,1,01/13/64,23,0,2444.656,0,0,0,0,1,1,0,0,0,0,0,0
316771,09/02/88,0,CC,0,1,0,1,0,0,01/03/59,29,15813,0,1,0,0,0,1,0,1,0,0,0,1,1
316774,05/18/89,1,NE,0,0,0,1,0,0,05/26/62,26,1799,3500,0,0,1,1,0,0,1,0,0,0,1,0.5332298
316777,04/07/89,0,IN,0,0,1,0,0,1,11/13/47,41,8899,4103.911,0.3352851,0,0,0,0,0,0,0,1,0,0,0
316778,03/10/88,0,MD,0,0,1,0,1,0,01/02/59,29,34905,4103.911,0,0,1,0,0,0,1,0,0,0,0,0
316780,10/14/88,1,NE,1,0,0,1,0,0,08/26/58,30,0,0,0,0,1,0,0,0,0,1,0,0,1,1
316782,08/15/88,0,CV,0,0,0,0,1,0,11/24/61,26,11034,2444.656,0.2111608,1,0,0,0,0,1,0,0,0,0,0
316783,11/16/88,1,IN,1,0,1,0,1,0,05/10/62,26,32081,12000,1,0,0,0,0,0,1,0,0,0,1,1
316786,06/06/88,1,SM,1,0,1,1,0,0,01/25/56,32,32781,7000,1,0,1,0,0,0,0,1,0,0,0,0
316787,07/29/88,1,SM,0,0,1,0,1,0,09/14/51,36,37524,4000,1,0,0,0,0,0,0,0,1,0,0,0
316789,12/10/87,1,MD,1,1,1,0,1,0,04/28/54,33,46855,300,1,0,1,0,0,0,0,1,0,0,1,1
316793,03/23/88,1,CV,1,0,0,1,0,0,06/21/45,42,8616,2444.656,0,0,1,0,0,0,0,0,1,0,0,0
316795,08/04/89,1,IN,0,0,1,0,0,1,01/29/52,37,26175,4103.911,1,0,0,0,1,0,0,0,1,0,1,0.4073359
316796,03/29/88,1,CC,0,0,1,0,0,1,08/05/52,35,3231,0,0,0,1,1,0,0,0,1,0,0,1,1
316801,09/01/88,0,CC,0,0,1,1,0,0,09/27/53,34,1203,4103.911,0,0,1,0,1,0,0,1,0,0,0,0.4073359
316803,03/04/88,1,JK,0,0,1,1,0,0,01/18/52,36,49467,6000,0.3352851,0,1,1,0,0,0,0,1,0,0,0
316807,03/22/88,0,PR,0,0,0,1,0,0,05/03/56,31,27432,250,0,1,0.716404,0,0,0,0,1,0,0,0,1
316810,04/13/89,1,IN,1,0,0,0,1,0,05/17/59,29,36735,9000,1,0,1,0,0,0,1,0,0,0,0,0
316811,07/14/88,1,MD,0,0,0,1,0,0,08/17/46,41,1128,2444.656,1,0,1,0,0,0,0,0,1,0,0,0.5332298
316812,04/27/88,1,JK,0,1,0,1,0,0,03/21/58,30,2896,1800,0,0,1,1,0,0,0,1,0,0,0,0
316813,12/14/88,1,IN,0,0,0,0,0,1,06/19/62,26,8076,2400,0,0,1,0,0,0,1,0,0,0,0,1
316815,12/02/88,0,LC,0,0,1,0,0,1,03/07/64,24,31290,500,0,0,1,0,1,1,0,0,0,0,0,1
316821,03/10/88,1,MD,1,0,0,1,0,0,11/20/57,30,24393,6000,0,0,1,1,0,0,0,1,0,0,0,0
316824,06/23/89,0,IN,0,0,0,0,1,0,03/23/67,22,3150,1200,0,0,0,0,0,1,0,0,0,0,0,1
316825,06/09/89,1,IN,0,0,0,0,1,0,11/11/64,24,18663,700,0,0,0,0,0,1,0,0,0,0,1,1
316826,02/03/89,1,MN,0,0,0,0,1,0,03/28/46,42,13804,2000,0,0,0,0,0,0,0,0,1,0,0,0
316835,04/15/88,0,CV,0,0,1,0,0,1,02/21/43,45,0,0,0,0,0.6876773,0,0,0,0,0,0,1,0,1
316837,03/15/89,1,NE,0,1,0,1,0,0,01/30/61,28,41028,2808,0,0,1,1,0,0,1,0,0,0,0,1
316838,07/12/88,1,PR,1,0,1,0,0,1,01/11/58,30,10725,13000,0,0,0,1,0,0,0,1,0,0,0,0
316839,01/09/89,0,NE,0,1,0,1,0,0,01/28/57,31,16791,0,0,0,1,1,0,0,0,1,0,0,0,1
316842,03/17/89,1,OH,1,0,1,0,1,0,11/21/42,46,0,0,0,0,0,0,0,0,0,0,0,1,1,1
316843,03/08/88,0,JK,0,1,0,0,0,1,07/14/64,23,3405,0,0,0,0,1,0,1,0,0,0,0,0,1
316847,05/26/89,0,IN,0,0,1,0,1,0,02/19/60,29,16121,5600,0,0,1,1,0,0,1,0,0,0,1,0.4073359
316850,02/08/89,1,IN,1,0,0,0,1,0,05/27/63,25,6065,5545,0,0,1,0,0,1,0,0,0,0,1,0
316851,02/05/88,1,CV,0,0,0,0,0,1,10/30/49,38,9321,0,0.2111608,0,0,0,0,0,0,0,1,0,0,1
316852,09/22/88,0,LC,0,0,0,1,0,0,07/05/58,30,10830,5000,0,0,1,0,0,0,0,1,0,0,0,0
316854,04/29/88,1,SM,0,1,0,0,1,0,05/17/63,24,0,2444.656,0,0,1,0,0,1,0,0,0,0,0,0.5332298
316855,02/18/88,0,MD,0,0,1,0,1,0,08/24/63,24,18648,2658,0,0,1,0,0,1,0,0,0,0,0,0
316856,01/10/89,1,IN,1,0,0,0,1,0,06/25/64,24,12944,4041,0,0,1,0,0,1,0,0,0,0,0,0
316858,09/22/88,1,SM,1,0,1,0,1,0,08/14/62,26,15192,6000,0,0,0,0,0,0,1,0,0,0,0,0
316859,09/06/89,0,PR,0,0,1,0,0,1,02/08/67,22,3618,420,0,0,0,1,0,1,0,0,0,0,0,1
316860,06/01/88,0,IN,0,0,1,0,1,0,10/20/64,23,48111,3382,1,0,0.6876773,0,0,1,0,0,0,0,0,0
316862,05/27/88,0,HF,0,0,0,0,1,0,04/28/58,30,1452,2444.656,0,0,0,1,0,0,0,1,0,0,0,1
316864,04/04/89,0,NE,0,1,0,1,0,0,09/15/56,32,3397,350,0,0,0,0,0,0,0,1,0,0,0,1
316868,03/24/88,1,CV,0,0,0,0,1,0,02/22/49,39,42555,1150,0.2111608,0,1,0,0,0,0,0,1,0,0,1
316869,05/09/88,0,PR,0,0,1,0,0,1,12/19/52,35,21924,3600,0,0,1,0,1,0,0,1,0,0,0,0
316870,01/18/89,1,PR,1,0,0,1,0,0,08/30/54,34,3622,3000,0,0,1,0,1,0,0,1,0,0,0,0.5332298
316872,04/13/88,1,LC,1,0,1,0,0,1,09/19/62,25,1128,5000,1,0,1,0,0,1,0,0,0,0,0,0
316873,07/27/89,1,PR,1,1,0,0,0,1,03/18/47,42,0,0,0,0,1,0,1,0,0,0,1,0,1,1
316876,12/10/87,1,MD,1,0,1,0,1,0,09/13/62,25,9150,1024,0,0,1,0,0,1,0,0,0,0,0,1
316879,03/03/88,0,JK,0,0,1,1,0,0,03/20/55,32,903,15000,0,0,0,0,0,0,0,1,0,0,0,0
316880,03/31/88,0,MD,0,1,0,1,0,0,04/08/53,34,18189,2444.656,0,0,1,0,0,0,0,1,0,0,0,0
316881,04/15/88,1,JK,1,1,0,0,1,0,12/14/56,31,21048,2444.656,0.2111608,1,1,1,0,0,0,1,0,0,1,0.5332298
316883,11/30/88,1,LC,1,0,0,0,0,1,08/06/48,40,60528,10800,0,0,1,0,0,0,0,0,1,0,0,1
316884,01/24/89,1,NE,0,0,1,1,0,0,01/24/60,29,0,3484,1,0,0,1,0,0,1,0,0,0,1,0
316885,01/20/89,1,IN,0,0,0,0,0,1,01/24/61,27,25448,2444.656,0,0,1,0,0,0,1,0,0,0,0,0.5332298
316890,10/17/88,1,PR,1,1,0,0,0,1,06/26/64,24,9409,0,0,0,0,0,0,1,0,0,0,0,1,1
316891,11/30/88,1,NE,1,0,0,1,0,0,02/17/64,24,24813,6000,0,0,1,0,0,1,0,0,0,0,0,0
316892,03/24/88,1,MD,1,1,0,0,1,0,04/09/53,34,13923,2444.656,0,0,1,0,0,0,0,1,0,0,0,0.5332298
316893,09/15/88,1,SM,1,0,1,0,1,0,10/04/49,38,9966,5000,1,0,1,0,0,0,0,0,1,0,0,0
316898,02/03/88,1,IN,0,0,1,0,1,0,11/07/58,29,18306,600,1,0,0,0,0,0,1,0,0,0,0,1
316901,12/23/88,1,MN,1,0,1,0,1,0,02/05/63,25,18300,1500,0,0,0,0,1,1,0,0,0,0,0,0
316906,09/01/88,1,IN,0,0,1,0,1,0,07/20/60,28,55770,5000,1,0,0,0,0,0,1,0,0,0,0,0
316908,05/16/88,0,SM,0,0,1,0,1,0,11/29/64,23,27940,9000,1,0,1,0,0,1,0,0,0,0,0,0
316914,08/25/88,0,CV,0,0,0,0,0,1,10/29/61,26,0,0,1,0,0,0,0,0,1,0,0,0,0,1
316915,07/14/88,0,SM,0,0,1,0,1,0,05/20/42,46,46098,7274,1,0,0,0,0,0,0,0,0,1,0,0
316917,03/29/89,1,IN,1,0,1,0,0,1,02/03/50,39,40953,40,0,0,1,0,0,0,0,0,1,0,1,0.4073359
316918,02/09/89,0,CI,0,1,0,1,0,0,01/22/58,31,3775,3240,0,0,1,0,0,0,0,1,0,0,0,0
316919,05/05/89,0,IN,0,0,1,0,0,1,03/25/46,43,57,0,0,1,0,1,0,0,0,0,1,0,0,1
316922,01/13/88,1,IN,1,0,1,0,0,1,03/12/59,28,7891,4103.911,0,0,0,1,0,0,1,0,0,0,0,0
316923,09/23/88,0,JC,0,0,0,0,0,1,08/16/59,29,0,2040,0,0,0,1,0,0,1,0,0,0,1,1
316925,09/16/88,0,JK,0,0,1,1,0,0,08/21/56,32,37658,13000,0,0,1,1,0,0,0,1,0,0,1,0
316926,05/26/88,1,MD,1,0,1,0,1,0,11/10/61,26,24996,0,0,0,1,1,0,0,1,0,0,0,0,1
316928,11/22/88,1,MT,1,0,0,0,0,1,10/08/56,32,15169,0,0,0,1,0,0,0,0,1,0,0,1,1
316929,03/22/89,1,IN,1,0,0,0,1,0,12/22/60,28,32472,7841,1,0,1,0,0,0,1,0,0,0,0,0
316930,01/26/89,1,MN,0,0,1,0,1,0,07/12/52,36,171,4103.911,0,0,1,0,0,0,0,0,1,0,0,1
316932,03/01/88,1,CV,0,0,0,0,0,1,04/23/41,46,12297,2444.656,1,0,1,0,0,0,0,0,0,1,0,0.5332298
316933,11/07/88,1,CC,0,1,0,0,1,0,09/06/65,23,12596,0,0,0,0,1,0,1,0,0,0,0,0,1
316935,02/26/88,1,JK,1,1,0,0,1,0,05/27/52,35,3369,0,0,1,0,1,0,0,0,1,0,0,0,1
316936,09/14/88,1,CI,0,0,1,1,0,0,08/15/61,27,207,2500,0,0,1,1,0,0,1,0,0,0,0,0
316939,09/28/88,1,HF,0,1,0,0,1,0,05/22/41,47,0,0,0.2111608,0,1,0,0,0,0,0,0,1,0,1
316940,11/17/88,1,CV,0,0,1,0,0,1,07/10/51,37,16487,2400,1,0,1,0,0,0,0,0,1,0,0,0
316942,05/18/89,1,LC,1,0,1,1,0,0,10/30/48,40,48063,4800,1,0,0,0,0,0,0,0,1,0,0,0
316945,10/19/88,1,LC,1,0,0,0,0,1,06/02/55,33,577,0,0.2111608,0,1,0,0,0,0,1,0,0,0,1
316946,05/10/89,0,NE,0,0,1,1,0,0,11/17/61,27,5977,5100,0,0,1,0,0,0,1,0,0,0,0,1
316947,01/09/89,0,CC,0,0,1,0,1,0,03/02/59,29,478,5882,0,0,1,0,0,0,1,0,0,0,0,0
316949,03/20/89,1,MN,1,0,0,0,1,0,11/23/62,26,1035,0,0,0,0,0,0,0,1,0,0,0,0,1
316950,12/21/88,1,JK,1,1,0,1,0,0,05/24/64,24,22515,0,0,0,0.716404,1,0,1,0,0,0,0,0,1
316951,06/10/88,1,CC,1,0,0,1,0,0,12/01/65,22,5733,150,0,0,0,0,1,1,0,0,0,0,1,0.5332298
316953,05/31/88,1,PR,1,0,1,0,0,1,12/10/60,27,796,0,0,0,0.6876773,1,0,0,1,0,0,0,0,1
316956,09/26/88,1,MN,0,0,0,0,1,0,08/10/50,38,20637,1250,1,0,1,0,0,0,0,0,1,0,0,0
316957,03/02/88,1,JK,0,0,0,0,1,0,11/01/53,34,8166,1306,0,0,1,1,0,0,0,1,0,0,0,0
316959,02/09/89,1,SM,1,0,0,0,1,0,06/02/63,25,34060,4835,0,0,1,0,0,1,0,0,0,0,0,0
316960,10/14/88,1,IN,1,0,1,0,1,0,06/13/54,34,33533,5000,0,0,1,0,0,0,0,1,0,0,0,0
316962,01/11/89,1,CC,1,0,0,0,1,0,03/31/58,30,65781,1200,0,0,1,0,0,0,0,1,0,0,0,0
316963,10/06/88,1,HF,0,0,0,0,1,0,04/28/58,30,9046,2444.656,0,0,1,1,0,0,0,1,0,0,0,0
316964,08/16/88,0,JK,0,1,0,1,0,0,01/07/53,35,2898,0,0,0,1,1,0,0,0,1,0,0,1,1
316968,02/03/89,1,IN,1,0,1,0,1,0,11/18/52,36,147,4103.911,0,0,0,1,0,0,0,0,1,0,0,0
316971,05/05/88,1,PR,1,0,1,0,0,1,04/15/44,44,39146,6000,0.3352851,0,0,0,1,0,0,0,1,0,0,0
316972,08/25/89,1,PR,1,0,1,0,0,1,06/06/64,25,1947,6650,0,0,1,1,0,1,0,0,0,0,0,0
316975,10/18/88,0,PR,0,0,1,0,0,1,09/27/41,47,5164,0,0,0,1,1,0,0,0,0,0,1,0,1
316976,05/12/89,1,IN,1,0,0,0,0,1,05/03/50,39,3308,0,0,1,0,0,0,0,0,0,1,0,0,1
316977,07/28/89,1,PR,0,0,0,0,0,1,01/13/43,46,5685,6590,0,0,1,1,0,0,0,0,0,1,0,0
316978,09/16/88,1,IN,0,0,0,0,0,1,02/09/60,28,4329,5840,0,0,0,1,0,0,1,0,0,0,0,0
316980,12/21/88,1,CC,1,0,1,1,0,0,11/29/62,26,0,3387,0,0,0,0,1,0,1,0,0,0,0,0
316981,05/26/89,0,IN,0,0,0,0,0,1,04/11/67,22,9776,300,0,0,0,0,0,1,0,0,0,0,0,0
316983,12/21/88,0,CC,0,0,1,0,1,0,06/01/53,35,8298,600,0,0,1,0,0,0,0,1,0,0,0,1
316984,11/07/88,1,NE,1,0,1,0,1,0,07/22/64,24,19394,4103.911,0,0,0,0,1,1,0,0,0,0,0,1
316986,08/22/88,0,CC,0,0,0,1,0,0,03/21/56,32,885,2444.656,1,0,1,0,1,0,0,1,0,0,0,0.5332298
316990,07/22/88,1,CV,1,0,0,1,0,0,07/31/56,31,4124,3000,0,0,0,0,0,0,0,1,0,0,0,1
316991,07/20/88,1,IN,1,0,1,0,1,0,12/05/64,23,18567,0,0,0,0,0,0,1,0,0,0,0,0,1
316994,04/08/88,1,IN,1,0,0,0,1,0,06/10/45,42,32254,2444.656,0,0,1,0,0,0,0,0,1,0,0,0
316999,08/04/89,0,IN,0,0,1,0,1,0,08/31/47,41,33183,4103.911,1,0,0,0,0,0,0,0,1,0,0,0
317000,01/06/89,1,OH,1,1,0,1,0,0,12/11/62,26,0,0,0,0,1,0,0,0,1,0,0,0,1,1
317001,05/23/88,0,LC,0,0,0,0,1,0,04/22/42,46,19651,2444.656,1,0,1,0,0,0,0,0,0,1,0,0.5332298
317002,09/19/88,0,IN,0,1,0,0,1,0,09/29/34,53,29778,107,0,0,1,0,0,0,0,0,0,1,0,1
317003,01/07/88,0,CC,0,0,1,0,1,0,03/02/59,28,21166,2900,0,0,1,0,0,0,1,0,0,0,0,0
317006,02/21/89,1,NE,1,0,1,1,0,0,10/10/54,34,687,1440,0,0,1,0,0,0,0,1,0,0,0,1
317007,07/17/89,1,PR,0,0,0,0,0,1,09/07/52,36,147,4760,0,0,0,0,0,0,0,0,1,0,0,0
317010,12/28/87,0,IN,0,0,0,0,0,1,01/02/54,33,25836,8000,0,0,1,0,0,0,0,1,0,0,0,0
317012,01/03/89,0,NE,0,0,0,1,0,0,08/28/44,44,14798,6000,0,1,1,1,0,0,0,0,1,0,0,0
317013,03/28/88,0,CV,0,0,1,0,1,0,05/29/49,38,31854,130,0.3352851,0,0,0,0,0,0,0,1,0,1,1
317017,12/02/88,1,IN,0,0,1,0,1,0,02/29/56,32,0,480,0,0,0.6876773,0,0,0,0,1,0,0,1,1
317020,10/19/88,0,LC,0,0,1,0,1,0,02/21/49,39,699,3513,0,0,1,0,0,0,0,0,1,0,1,0
317023,06/20/88,1,SM,0,0,0,0,1,0,07/29/59,28,1533,3456,0,0,1,0,0,0,1,0,0,0,0,0
317027,05/18/89,1,LC,1,0,1,1,0,0,02/24/61,28,2544,7900,1,0,1,0,0,0,1,0,0,0,0,0
317030,07/18/88,0,CC,0,1,0,0,1,0,01/24/42,46,11045,2444.656,0.2111608,1,1,0,0,0,0,0,0,1,0,0.5332298
317032,10/07/88,1,IN,1,0,1,0,1,0,06/01/62,26,33642,4103.911,0,0,1,1,0,0,1,0,0,0,0,0.4073359
317033,09/25/89,1,PR,0,0,1,0,0,1,05/22/53,36,0,3400,0,0,0.6876773,1,0,0,0,0,1,0,0,0.4073359
317035,04/18/89,0,NE,0,0,1,0,1,0,11/09/52,36,34926,300,0,0,0.6876773,0,0,0,0,0,1,0,0,0
317037,02/14/89,1,MN,1,0,1,0,1,0,06/11/33,55,0,539,1,0,0,0,0,0,0,0,0,0,0,0
317038,03/15/89,1,OK,0,1,0,1,0,0,12/05/50,38,11539,5300,0,0,0.716404,1,0,0,0,0,1,0,1,0
317040,01/08/88,1,CC,1,0,1,0,0,1,06/24/57,30,14512,4103.911,0,0,1,0,1,0,0,1,0,0,1,0
317041,04/25/88,1,IN,1,0,0,0,1,0,01/21/66,22,8678,2500,1,0,1,0,0,1,0,0,0,0,0,0
317042,02/16/89,1,LC,1,0,0,0,0,1,01/07/66,23,5627,8000,1,0,1,0,0,1,0,0,0,0,0,0
317043,03/08/88,0,JK,0,1,0,0,1,0,03/06/58,30,3138,2444.656,0,0,1,1,0,0,0,1,0,0,0,0.5332298
317044,09/07/88,1,PR,1,1,0,1,0,0,04/28/52,36,2973,0,0,1,0,1,0,0,0,0,1,0,0,1
317045,05/27/88,1,CC,1,0,1,0,0,1,03/08/56,32,5649,4103.911,0,0,0,0,1,0,0,1,0,0,0,0.4073359
317048,08/24/88,0,CV,0,0,1,0,0,1,09/24/53,34,1887,4500,1,1,0,1,0,0,0,1,0,0,0,0
317049,03/18/88,1,IN,1,0,1,0,1,0,06/24/62,25,28833,8000,0,0,1,1,0,1,0,0,0,0,0,0
317051,12/21/87,1,CC,0,0,0,0,1,0,10/30/64,23,20190,2444.656,0,0,0.716404,0,0,1,0,0,0,0,0,1
317052,01/30/89,0,SM,0,0,0,0,1,0,06/20/64,24,0,0,0,1,1,0,0,1,0,0,0,0,1,1
317053,01/19/88,0,IN,0,0,1,0,1,0,01/20/64,23,27240,3700,1,0,1,0,0,1,0,0,0,0,0,0
317055,11/17/88,1,LC,0,0,1,1,0,0,02/04/61,27,31360,3600,0,0,0,0,0,0,1,0,0,0,0,0
317056,02/12/88,1,CV,1,0,0,0,1,0,09/01/51,36,18197,6661,1,0,0,0,0,0,0,0,1,0,0,0
